,Player,My Move,Opponent Move
45823,0.0,Nxc3,bxc3
45824,0.0,Bg4,h3
45825,0.0,Bxf3,Qxf3
45826,0.0,e6,O-O
45827,0.0,d5,Re1
45828,0.0,Bd6,Bf4
45829,0.0,Bxf4,Qxf4
45830,0.0,Ne4,Qg4
45831,0.0,Nxc3,Qxg7
45832,0.0,Nxa4,Qxh8+
45833,0.0,Kd7,Qxh7
45834,0.0,Qf6,c4
45835,0.0,dxc4,Red1+
45836,0.0,Ke7,Rd4
45837,0.0,Qxd4,Rb1
45838,0.0,Nc3,Rxb7+
45839,0.0,Kd6,Qxf7
45840,0.0,Ne2+,Kh2
45841,0.0,Qe5+,Kh1
45842,0.0,Qa1+,Kh2
45843,0.0,Qe5+,Kh1
45844,0.0,Rd8,Qe7+
45845,0.0,Kd5,Qxd8+
45846,0.0,Ke4,Qh4+
45847,0.0,Kd5,Qd8+
45848,0.0,Kc5,Qa5+
45849,0.0,Kd4,Qxe5+
45850,0.0,Kxe5,Rb2
45851,0.0,Nd4,Rc2
45852,0.0,Nxc2,Kh2
45853,1.0,Nc3,e5
45854,1.0,e4,Nf6
45855,1.0,Nf3,Nc6
45856,1.0,d3,Bb4
45857,1.0,Bd2,O-O
45858,1.0,Nd5,Bxd2+
45859,1.0,Nxd2,Nxd5
45860,1.0,exd5,Nd4
45861,1.0,Nc4,d6
45862,1.0,c3,Nf5
45863,1.0,d4,exd4
45864,1.0,cxd4,Re8+
45865,1.0,Be2,c6
45866,1.0,dxc6,bxc6
45867,1.0,O-O,d5
45868,1.0,Ne3,Nd6
45869,1.0,Rc1,Bb7
45870,1.0,Qc2,Qg5
45871,1.0,h3,Rac8
45872,1.0,Bg4,Rc7
45873,1.0,Nf5,Nxf5
45874,1.0,Qxf5,Qxf5
45875,1.0,Bxf5,Rce7
45876,1.0,f3,g6
45877,1.0,Bd3,Rc8
45878,1.0,Rce1,Rec7
45879,1.0,Be2,c5
45880,1.0,dxc5,Rxc5
45881,1.0,f4,d4
45882,1.0,Bg4,R8c7
45883,1.0,b4,Rc2
45884,1.0,a3,Ra2
45885,1.0,Bf3,Bxf3
45886,1.0,Rxf3,Rcc2
45887,1.0,Rd3,Rxg2+
45888,1.0,Kh1,Rh2+
45889,1.0,Kg1,Rag2+
45890,1.0,Kf1,Rg3
45891,1.0,Rxg3,Rh1+
45892,1.0,Ke2,d3+
45893,1.0,Nc3,e5
45894,1.0,Nf3,Nc6
45895,1.0,e4,Nf6
45896,1.0,d3,Bb4
45897,1.0,Bg5,Nd4
45898,1.0,Nxd4,exd4
45899,1.0,Bxf6,Qxf6
45900,1.0,Qf3,Qxf3
45901,1.0,gxf3,dxc3
45902,1.0,bxc3,Bxc3+
45903,1.0,Ke2,Bxa1
45904,1.0,Bh3,O-O
45905,1.0,Rxa1,d6
45906,1.0,Bxc8,Raxc8
45907,1.0,Rb1,b6
45908,1.0,Rb5,h6
45909,1.0,h4,a6
45910,1.0,Rb3,a5
45911,1.0,a4,c5
45912,1.0,Rxb6,Rb8
45913,1.0,Rxd6,Rb2
45914,1.0,Kd2,Rb4
45915,1.0,Rd5,c4
45916,1.0,Rxa5,cxd3
45917,1.0,cxd3,Rfb8
45918,1.0,Ke3,Kh7
45919,1.0,d4,f6
45920,1.0,d5,Rb3+
45921,1.0,Kf4,g5+
45922,1.0,hxg5,fxg5+
45923,1.0,Kg4,Kg6
45924,1.0,d6,Rd8
45925,1.0,e5,h5+
45926,1.0,Kg3,h4+
45927,1.0,Kg4,Rb4+
45928,1.0,Kh3,Kh5
45929,1.0,Ra6,g4+
45930,1.0,fxg4+,Rxg4
45931,1.0,e6,Re4
45932,1.0,e7,Rd7
45933,1.0,f3,Re3
45934,1.0,Ra5+,Kg6
45935,1.0,Rd5,Rxf3+
45936,1.0,Kxh4,Rf5
45937,1.0,e8=Q+,Rff7
45938,1.0,Qxf7+,Rxf7
45939,1.0,d7,Rh7+
45940,1.0,Kg4,1-0
45941,0.0,,e4
45942,0.0,e5,d4
45943,0.0,Nf6,dxe5
45944,0.0,Nxe4,Nc3
45945,0.0,Nxc3,bxc3
45946,0.0,Nc6,Nf3
45947,0.0,Bc5,Bb5
45948,0.0,d6,exd6
45949,0.0,Qxd6,O-O
45950,0.0,Qxd1,Rxd1
45951,0.0,Bd7,Bxc6
45952,0.0,Bxc6,Ne5
45953,0.0,Ba4,Rd7
45954,0.0,Bxd7,Nxd7
45955,1.0,Nc3,d5
45956,1.0,d4,e6
45957,1.0,e4,Bb4
45958,1.0,e5,Nc6
45959,1.0,Bd2,Nge7
45960,1.0,Bb5,Bd7
45961,1.0,Bxc6,Bxc6
45962,1.0,Nge2,Nf5
45963,1.0,Nf4,Nxd4
45964,1.0,Nh5,Nf5
45965,1.0,Qg4,O-O
45966,1.0,Nxg7,Nxg7
45967,1.0,Bh6,Bxc3+
45968,1.0,bxc3,f5
45969,1.0,Qxg7#,1-0
45970,0.0,,d4
45971,0.0,d5,Bf4
45972,0.0,Nc6,e3
45973,0.0,Nf6,Nf3
45974,0.0,e6,Bd3
45975,0.0,Bd6,Bg3
45976,0.0,Bxg3,fxg3
45977,0.0,Bd7,O-O
45978,0.0,Qe7,Qe2
45979,0.0,O-O-O,Nbd2
45980,0.0,Nb4,a3
45981,0.0,Nxd3,Qxd3
45982,0.0,a6,b4
45983,0.0,Bb5,c4
45984,0.0,dxc4,Nxc4
45985,0.0,Nd5,Nfe5
45986,0.0,f6,Rab1
45987,0.0,fxe5,dxe5
45988,0.0,Qc5,Rfc1
45989,0.0,Qf8,e4
45990,0.0,Ne7,Qb3
45991,0.0,Qf7,a4
45992,0.0,Bxc4,Qxc4
45993,0.0,Nc6,b5
45994,0.0,axb5,axb5
45995,0.0,Nxe5,Qa4
45996,0.0,Rhf8,Rd1
45997,0.0,Rxd1+,Rxd1
45998,0.0,Qf2+,Kh1
45999,0.0,Rd8,Qa8#
46000,1.0,Nc3,e5
46001,1.0,Nf3,d5
46002,1.0,e4,d4
46003,1.0,Nb5,c6
46004,1.0,Na3,Nf6
46005,1.0,Nxe5,Bxa3
46006,1.0,bxa3,d3
46007,1.0,Nxd3,Qd4
46008,1.0,Rb1,O-O
46009,1.0,Bb2,Qxe4+
46010,1.0,Qe2,Qa4
46011,1.0,Nc5,Qxc2
46012,1.0,Qd1,Re8+
46013,1.0,Be2,Qxc5
46014,1.0,Bxf6,gxf6
46015,1.0,O-O,Kh8
46016,1.0,d4,Qg5
46017,1.0,Rb3,Bh3
46018,1.0,Rxh3,Rg8
46019,1.0,Rg3,Qd5
46020,1.0,Rxg8+,Kxg8
46021,1.0,Bf3,Qxa2
46022,1.0,Bxc6,Qxa3
46023,1.0,Bxb7,Na6
46024,1.0,Bxa8,Qf8
46025,1.0,Qg4+,Qg7
46026,1.0,Qxg7+,Kxg7
46027,1.0,Ra1,Nb4
46028,1.0,Rxa7,Nd3
46029,1.0,d5,Nc5
46030,1.0,d6,Nd7
46031,1.0,Rxd7,f5
46032,1.0,Ra7,f4
46033,1.0,d7,Kf8
46034,1.0,d8=Q+,Kg7
46035,1.0,Qb8,Kh6
46036,1.0,Qb6+,Kg7
46037,1.0,Qd4+,Kg6
46038,1.0,Ra6+,Kg5
46039,1.0,Qf6+,Kg4
46040,1.0,Bf3#,1-0
46041,0.0,,e4
46042,0.0,Nc6,Nf3
46043,0.0,e5,Nc3
46044,0.0,d6,d4
46045,0.0,exd4,Nxd4
46046,0.0,Nxd4,Qxd4
46047,0.0,Nf6,Be2
46048,0.0,Bd7,O-O
46049,0.0,h5,Nd5
46050,0.0,Nxd5,Qxd5
46051,0.0,c6,Qd3
46052,0.0,Bg4,f3
46053,0.0,Be6,Be3
46054,0.0,d5,exd5
46055,0.0,Bxd5,Rfd1
46056,0.0,Qc7,c4
46057,0.0,Be6,Rd2
46058,0.0,Be7,Qb3
46059,0.0,h4,h3
46060,0.0,b5,Rad1
46061,0.0,Bxc4,Bxc4
46062,0.0,bxc4,Qxc4
46063,0.0,Rd8,Rxd8+
46064,0.0,Bxd8,Bf4
46065,0.0,Qb6+,Kh2
46066,0.0,Bc7,Qe4+
46067,0.0,Kf8,Bxc7
46068,0.0,Qxc7+,Kg1
46069,0.0,g6,Qd4
46070,0.0,Ke7,Qxh8
46071,0.0,Qb6+,Kh2
46072,0.0,Qc7+,Kg1
46073,0.0,Qb6+,Kf1
46074,0.0,Qb5+,Ke1
46075,0.0,Qb4+,Rd2
46076,0.0,g5,Qd8+
46077,0.0,Ke6,Qe8+
46078,0.0,Kf6,Qd8+
46079,0.0,Qe7+,Qxe7+
46080,0.0,Kxe7,Re2+
46081,0.0,Kf6,a4
46082,0.0,Kf5,Kf2
46083,0.0,g4,fxg4+
46084,0.0,Kf4,Re3
46085,0.0,f6,Rf3+
46086,0.0,Kg5,Rf5+
46087,0.0,Kg6,b4
46088,0.0,Kf7,b5
46089,0.0,cxb5,axb5
46090,0.0,Ke6,Kf3
46091,0.0,Kf7,Ke4
46092,0.0,Ke6,Kd4
46093,0.0,Kf7,Kc5
46094,0.0,Ke6,Kc6
46095,0.0,Ke7,Kb7
46096,0.0,Kd6,b6
46097,0.0,Kd7,bxa7
46098,0.0,Kd6,a8=Q
46099,0.0,Ke6,Qe8+
46100,0.0,Kd6,Qd8+
46101,0.0,Ke6,Qxf6+
46102,0.0,Kd7,Rd5+
46103,0.0,Ke8,Qd8+
46104,0.0,Kf7,Qd7+
46105,0.0,Kf6,Qd6+
46106,0.0,Kf7,Rf5+
46107,0.0,Kg7,Qf6+
46108,0.0,Kg8,Qg6+
46109,0.0,Kh8,Rh5#
46110,1.0,Nc3,e5
46111,1.0,e4,f5
46112,1.0,Nf3,Nc6
46113,1.0,d3,fxe4
46114,1.0,dxe4,Nf6
46115,1.0,Bd3,d6
46116,1.0,Nd5,Bg4
46117,1.0,Nxf6+,gxf6
46118,1.0,Be2,Bxf3
46119,1.0,Bxf3,Nd4
46120,1.0,Bh5+,Kd7
46121,1.0,Qg4+,Kc6
46122,1.0,O-O,Nxc2
46123,1.0,Rb1,Nb4
46124,1.0,a3,Nd3
46125,1.0,b4,b5
46126,1.0,Be3,Kb7
46127,1.0,Bf7,Qe7
46128,1.0,Bd5+,c6
46129,1.0,Bb3,Bg7
46130,1.0,a4,Rhg8
46131,1.0,Bxg8,Bh6
46132,1.0,axb5,Bxe3
46133,1.0,fxe3,Qc7
46134,1.0,bxc6+,Qxc6
46135,1.0,Bd5,1-0
46136,0.0,,d4
46137,0.0,Nf6,c3
46138,0.0,Nc6,e3
46139,0.0,d5,a4
46140,0.0,e6,b4
46141,0.0,Bd6,f3
46142,0.0,e5,b5
46143,0.0,Ne7,Nd2
46144,0.0,e4,fxe4
46145,0.0,Nxe4,Nxe4
46146,0.0,dxe4,Bb2
46147,0.0,c6,Ne2
46148,0.0,cxb5,axb5
46149,0.0,Bd7,Nf4
46150,0.0,Bxf4,exf4
46151,0.0,Nd5,Qe2
46152,0.0,Qe7,g3
46153,0.0,O-O,Kf2
46154,0.0,g6,Ba3
46155,0.0,h5,Bxe7
46156,0.0,Bg4,Qe1
46157,0.0,Nxe7,Qxe4
46158,0.0,Rae8,Qxb7
46159,0.0,Rb8,Qxe7
46160,1.0,Nc3,c6
46161,1.0,Nf3,f6
46162,1.0,d4,d5
46163,1.0,e4,e6
46164,1.0,e5,Nh6
46165,1.0,exf6,gxf6
46166,1.0,Bxh6,Bxh6
46167,1.0,Bd3,b5
46168,1.0,a4,b4
46169,1.0,Ne2,a5
46170,1.0,Ng3,Qe7
46171,1.0,Nh5,Nd7
46172,1.0,Qd2,Bxd2+
46173,1.0,Nxd2,f5
46174,1.0,O-O-O,Nb6
46175,1.0,Rhe1,Nxa4
46176,1.0,Re3,Rg8
46177,1.0,Rde1,Rg6
46178,1.0,Bxf5,Rh6
46179,1.0,Bxe6,Bxe6
46180,1.0,Rxe6,Rxe6
46181,1.0,Rxe6,Qxe6
46182,1.0,Ng7+,Ke7
46183,1.0,Nxe6,Kxe6
46184,1.0,Nf3,Ke7
46185,1.0,Ng5,Nb6
46186,1.0,Nxh7,Rg8
46187,1.0,Ng5,Rxg5
46188,1.0,h4,Rxg2
46189,1.0,f4,Rh2
46190,1.0,f5,Rh1+
46191,1.0,Kd2,Nc4+
46192,1.0,Kd3,Rh3+
46193,1.0,Ke2,Rxh4
46194,1.0,f6+,Kxf6
46195,1.0,b3,Nb2
46196,0.0,,d4
46197,0.0,Nf6,Bg5
46198,0.0,Nc6,Bxf6
46199,0.0,exf6,e4
46200,0.0,Be7,e5
46201,0.0,fxe5,d5
46202,0.0,Nd4,c3
46203,0.0,Nb5,Bxb5
46204,0.0,c6,Ba4
46205,0.0,cxd5,Qxd5
46206,0.0,a6,Nf3
46207,0.0,Rb8,Ng5
46208,0.0,Bxg5,Qxe5+
46209,0.0,Qe7,Qxe7+
46210,0.0,Bxe7,O-O
46211,0.0,b5,Bb3
46212,0.0,a5,a4
46213,0.0,b4,c4
46214,0.0,Ba6,Nd2
46215,0.0,d5,cxd5
46216,0.0,Bxf1,Kxf1
46217,0.0,O-O,Re1
46218,0.0,Bg5,Nf3
46219,0.0,h6,Ne5
46220,0.0,Rbe8,Nd7
46221,0.0,Rxe1+,Kxe1
46222,0.0,Re8+,Kf1
46223,0.0,Bd2,g3
46224,0.0,Re1+,Kg2
46225,0.0,Rb1,d6
46226,0.0,Rxb2,Nb6
46227,0.0,Rxb3,d7
46228,0.0,Bg5,h4
46229,0.0,Bf6,Nd5
46230,0.0,Bd8,Ne7+
46231,1.0,Nc3,e5
46232,1.0,Nf3,Nc6
46233,1.0,e4,Nf6
46234,1.0,d3,Bc5
46235,1.0,Bg5,d6
46236,1.0,Bxf6,Qxf6
46237,1.0,Nd5,Qe6
46238,1.0,Nxc7+,1-0
46239,1.0,Nc3,d5
46240,1.0,Nf3,c6
46241,1.0,d4,b6
46242,1.0,e3,c5
46243,1.0,e4,cxd4
46244,1.0,exd5,e6
46245,1.0,Nxd4,Bc5
46246,1.0,Be3,Bb7
46247,1.0,Ndb5,Bb4
46248,1.0,Bd2,Nf6
46249,1.0,Bd3,a6
46250,1.0,Nd4,Nxd5
46251,1.0,Nxd5,Bxd2+
46252,1.0,Qxd2,Bxd5
46253,1.0,c4,Bxg2
46254,1.0,Rg1,Bh3
46255,1.0,Nf3,Nc6
46256,1.0,Be4,Rc8
46257,1.0,Qxd8+,Rxd8
46258,1.0,Bxc6+,Ke7
46259,1.0,Ne5,f6
46260,1.0,Rxg7+,Kd6
46261,1.0,Nf7+,Kxc6
46262,1.0,Nxd8+,Rxd8
46263,1.0,Rxh7,Bf5
46264,1.0,Rd1,Bc2
46265,1.0,Rxd8,Kc5
46266,1.0,Rc7+,Kb4
46267,1.0,Rd6,e5
46268,1.0,Rxb6+,Ka4
46269,1.0,Rxa6+,Kb4
46270,1.0,Rxf6,e4
46271,1.0,c5,Kc4
46272,1.0,c6,Kd3
46273,1.0,Rd7+,Kc4
46274,1.0,c7,e3
46275,1.0,fxe3,1-0
46276,0.0,,e4
46277,0.0,Nf6,Qf3
46278,0.0,e5,h3
46279,0.0,d6,c3
46280,0.0,Nc6,d3
46281,0.0,Be6,Be2
46282,0.0,d5,Qg3
46283,0.0,d4,Bf3
46284,0.0,dxc3,bxc3
46285,0.0,Qxd3,Ne2
46286,0.0,Bg4,O-O
46287,0.0,Bxf3,Qxf3
46288,0.0,Qxf3,gxf3
46289,0.0,O-O-O,Kh2
46290,0.0,Nh5,Be3
46291,0.0,Nf4,Bxf4
46292,0.0,exf4,Nxf4
46293,0.0,Bd6,Kg3
46294,0.0,g5,Kg4
46295,0.0,gxf4,Nd2
46296,0.0,Ne5+,Kh5
46297,0.0,Ng6,Rfd1
46298,0.0,Rhg8,Kh6
46299,0.0,Rh8,c4
46300,0.0,Be5,Nb3
46301,0.0,Rxd1,Rxd1
46302,0.0,Nh4,Rd3
46303,0.0,b6,c5
46304,0.0,Kb7,a3
46305,0.0,a5,cxb6
46306,0.0,cxb6,a4
46307,0.0,Kc7,Rd5
46308,0.0,Bd6,Kg7
46309,1.0,Nc3,c5
46310,1.0,Nf3,Nc6
46311,1.0,d4,cxd4
46312,1.0,Nxd4,Qc7
46313,1.0,Nxc6,Qxc6
46314,1.0,e3,e6
46315,1.0,Bb5,Qxg2
46316,1.0,Rf1,a6
46317,1.0,Be2,Qxh2
46318,1.0,e4,Bb4
46319,1.0,Be3,Qe5
46320,1.0,Bd2,Nf6
46321,1.0,f3,h6
46322,1.0,a3,Qg3+
46323,1.0,Rf2,Qg1+
46324,1.0,Bf1,b5
46325,1.0,axb4,Bb7
46326,1.0,Ne2,Qg6
46327,1.0,Nf4,Qg3
46328,1.0,Ne2,Qe5
46329,1.0,Bc3,Qc7
46330,1.0,Bxf6,gxf6
46331,1.0,c3,Qe5
46332,1.0,Qd4,Qg5
46333,1.0,Rd1,O-O-O
46334,1.0,Qc5+,Kb8
46335,1.0,Qd6+,Kc8
46336,1.0,Qc5+,Qxc5
46337,1.0,bxc5,Rhg8
46338,1.0,Nd4,f5
46339,1.0,exf5,exf5
46340,1.0,Nxf5,Rde8+
46341,1.0,Be2,Rg1+
46342,1.0,Rf1,Rg5
46343,1.0,Nd6+,Kd8
46344,1.0,Nxe8,Kxe8
46345,1.0,Kf2,Rxc5
46346,1.0,Rde1,Kf8
46347,1.0,Rh1,Rc6
46348,1.0,f4,Rf6
46349,1.0,Kg3,Bxh1
46350,1.0,Rxh1,Rg6+
46351,1.0,Kf3,Kg7
46352,1.0,Ra1,h5
46353,1.0,Bd3,Rf6
46354,1.0,Kg3,Rd6
46355,1.0,Be2,Re6
46356,1.0,Bxh5,Re3+
46357,1.0,Bf3,Kf6
46358,1.0,Rxa6+,1-0
46359,0.0,,e4
46360,0.0,e5,Nf3
46361,0.0,Nc6,Nc3
46362,0.0,d6,Bc4
46363,0.0,Nf6,O-O
46364,0.0,Be6,d3
46365,0.0,Bxc4,dxc4
46366,0.0,Be7,Bg5
46367,0.0,Nd4,Nxd4
46368,0.0,exd4,Bxf6
46369,0.0,Bxf6,Nd5
46370,0.0,c5,Nxf6+
46371,0.0,Qxf6,Re1
46372,0.0,O-O-O,a3
46373,0.0,g5,h3
46374,0.0,Qg6,g4
46375,0.0,f5,exf5
46376,0.0,Qf6,b4
46377,0.0,h5,gxh5
46378,0.0,Qxf5,bxc5
46379,0.0,dxc5,Qd3
46380,0.0,Qxh3,Qxh3+
46381,0.0,Kb8,Rad1
46382,0.0,g4,Qxg4
46383,0.0,Rhg8,Qxg8
46384,0.0,Rxg8+,Kh1
46385,0.0,a6,Re5
46386,0.0,b6,Rde1
46387,0.0,a5,Re8+
46388,0.0,Rxe8,Rxe8+
46389,0.0,Kc7,Re6
46390,0.0,Kd7,Rxb6
46391,0.0,Ke7,Ra6
46392,0.0,Kf7,Rxa5
46393,0.0,Kg7,Rxc5
46394,0.0,Kh6,Rd5
46395,0.0,Kh7,a4
46396,0.0,Kh6,a5
46397,0.0,Kg7,a6
46398,0.0,Kh6,a7
46399,0.0,Kg7,a8=Q
46400,0.0,Kh6,Qa6+
46401,0.0,Kh7,Rd6
46402,0.0,Kg7,Qa7+
46403,0.0,Kf8,Rb6
46404,0.0,Ke8,h6
46405,0.0,Kf8,Rb7
46406,0.0,Kg8,Rb6
46407,0.0,Kh8,Rb7
46408,0.0,Kg8,Rb8#
46409,0.0,,d4
46410,0.0,Nf6,Bf4
46411,0.0,Nc6,e3
46412,0.0,d5,Qf3
46413,0.0,e6,Bb5
46414,0.0,Bd6,Bxd6
46415,0.0,Qxd6,Bxc6+
46416,0.0,Qxc6,Nc3
46417,0.0,Ne4,Nh3
46418,0.0,Nxc3,Ng5
46419,0.0,f6,Qh5+
46420,0.0,g6,Qf3
46421,1.0,Nc3,e5
46422,1.0,Nf3,Bd6
46423,1.0,e4,Nf6
46424,1.0,d3,Nc6
46425,1.0,Be3,a6
46426,1.0,d4,Bb4
46427,1.0,d5,Nd4
46428,1.0,Nxd4,exd4
46429,1.0,Bxd4,Bxc3+
46430,1.0,Bxc3,Nxe4
46431,1.0,Bxg7,Rg8
46432,1.0,Qd4,Qe7
46433,1.0,Bd3,Nxf2+
46434,1.0,Kxf2,f6
46435,1.0,Bxf6,Rf8
46436,1.0,Rae1,Rxf6+
46437,1.0,Qxf6,1-0
46438,0.0,,e4
46439,0.0,Nc6,d4
46440,0.0,e5,d5
46441,0.0,Nce7,Bg5
46442,0.0,d6,Bb5+
46443,0.0,Bd7,Bf1
46444,0.0,f6,Bh4
46445,0.0,g5,Bg3
46446,0.0,h5,h4
46447,0.0,g4,f4
46448,0.0,c6,fxe5
46449,0.0,fxe5,dxc6
46450,0.0,Bxc6,Nc3
46451,0.0,d5,exd5
46452,0.0,Nxd5,Bxe5
46453,0.0,Nxc3,Bxh8
46454,0.0,Nxd1,Rxd1
46455,0.0,Qe7+,Be2
46456,0.0,Bxg2,Rh2
46457,0.0,Bf3,Rf2
46458,0.0,Qb4+,c3
46459,0.0,Qxb2,Bxf3
46460,0.0,Qxc3+,Bxc3
46461,0.0,gxf3,Rxf3
46462,0.0,Ne7,Re3
46463,0.0,Kf7,Rf3+
46464,0.0,Kg8,Rg3+
46465,0.0,Bg7,Rd7
46466,0.0,Kf8,Bxg7+
46467,0.0,Ke8,Rxb7
46468,0.0,Nf5,Rg5
46469,0.0,Nxh4,Rxh5
46470,0.0,Ng2+,Kf2
46471,0.0,Nf4,Re5+
46472,0.0,Kd8,Bf6+
46473,0.0,Kc8,Rh7
46474,0.0,Nd3+,Ke3
46475,0.0,Nxe5,Bxe5
46476,0.0,Kd8,Rh8+
46477,0.0,Kd7,Rxa8
46478,0.0,Ke6,Rxa7
46479,0.0,Kxe5,Rc7
46480,0.0,Kd5,a4
46481,0.0,Kd6,Rc1
46482,0.0,Kd5,a5
46483,0.0,Kd6,a6
46484,0.0,Kd7,a7
46485,0.0,Kd6,a8=Q
46486,0.0,Kd7,Qa6
46487,0.0,Kd8,Rb1
46488,0.0,Kc7,Qh6
46489,0.0,Kc8,Ne2
46490,0.0,Kc7,Rg1
46491,0.0,Kd8,Rg7
46492,0.0,Ke8,Qh8#
46493,1.0,Nc3,e5
46494,1.0,Nf3,Nc6
46495,1.0,e4,Nf6
46496,1.0,d3,Bc5
46497,1.0,Be3,d6
46498,1.0,Bxc5,dxc5
46499,1.0,Be2,Be6
46500,1.0,Ng5,Qd6
46501,1.0,Nxe6,fxe6
46502,1.0,Nb5,Qd7
46503,1.0,Bh5+,g6
46504,1.0,Bf3,O-O
46505,1.0,Qe2,Nb4
46506,1.0,a3,Qxb5
46507,1.0,axb4,Qxb4+
46508,1.0,Qd2,Qxb2
46509,1.0,O-O,Rad8
46510,1.0,Rxa7,Ra8
46511,1.0,Rxa8,Rxa8
46512,1.0,g3,Ra1
46513,1.0,Rxa1,Qxa1+
46514,1.0,Bd1,Ng4
46515,1.0,c4,Nf6
46516,1.0,Kg2,Qa3
46517,1.0,f4,exf4
46518,1.0,Qxf4,Nd7
46519,1.0,Qxc7,Qxd3
46520,1.0,Bg4,Nf6
46521,1.0,Bxe6+,Kh8
46522,1.0,Qd8+,Kg7
46523,1.0,Qe7+,Kh8
46524,1.0,Qxf6#,1-0
46525,1.0,Nc3,e5
46526,1.0,Nf3,Nc6
46527,1.0,e3,d5
46528,1.0,e4,d4
46529,1.0,Nb5,a6
46530,1.0,Nbxd4,exd4
46531,1.0,Nxd4,Nxd4
46532,0.0,,e4
46533,0.0,e5,Nf3
46534,0.0,Nc6,Bc4
46535,0.0,Nf6,Nc3
46536,0.0,d6,O-O
46537,0.0,Be6,d3
46538,0.0,Bxc4,dxc4
46539,0.0,Be7,a4
46540,0.0,Nd4,Nxd4
46541,0.0,exd4,Qxd4
46542,0.0,c5,Qe3
46543,0.0,Ng4,Qg3
46544,0.0,Qd7,Nd5
46545,0.0,h5,c3
46546,0.0,Ne5,Nxe7
46547,0.0,Qxe7,Qxg7
46548,0.0,O-O-O,Qg3
46549,0.0,Rhg8,Qh3+
46550,0.0,Nd7,Qxh5
46551,0.0,Rh8,Qe2
46552,0.0,Ne5,b4
46553,0.0,b5,cxb5
46554,0.0,Nd7,bxc5
46555,0.0,Nxc5,Qc4
46556,0.0,Rd7,a5
46557,0.0,Rc7,b6
46558,0.0,axb6,axb6
46559,0.0,Rc6,Ra8+
46560,0.0,Kb7,Rxh8
46561,0.0,Nxe4,Qa4
46562,0.0,Nxc3,Qa8+
46563,0.0,Kxb6,Rb8+
46564,0.0,Kc5,Qa5+
46565,0.0,Kd4,Rb4+
46566,0.0,Kd3,Qa3
46567,0.0,d5,Rd1+
46568,0.0,Kc2,Rf1
46569,0.0,Ne2+,Kh1
46570,0.0,Nxc1,Rxc1+
46571,0.0,Kd2,Qb2+
46572,0.0,Rc2,Qxc2#
46573,0.0,,e4
46574,0.0,e5,Nf3
46575,0.0,d6,Bc4
46576,0.0,Nf6,O-O
46577,0.0,Nc6,d4
46578,0.0,Na5,Bd5
46579,0.0,Nxd5,exd5
46580,0.0,Bg4,Qd3
46581,0.0,Bxf3,Qxf3
46582,0.0,Qe7,Nc3
46583,0.0,exd4,Bf4
46584,0.0,O-O-O,Nb5
46585,0.0,a6,Nxd4
46586,0.0,g6,Qg4+
46587,0.0,Qd7,Qg5
46588,0.0,Be7,Qg3
46589,0.0,h5,Rfe1
46590,0.0,h4,Qe3
46591,0.0,h3,g3
46592,0.0,g5,Qxe7
46593,0.0,Qxe7,Rxe7
46594,0.0,gxf4,g4
46595,0.0,Rhg8,f3
46596,0.0,c5,Rxf7
46597,0.0,cxd4,Rxf4
46598,0.0,d3,cxd3
46599,0.0,Nc6,dxc6
46600,0.0,bxc6,Ra4
46601,0.0,Kb7,b4
46602,0.0,Rgf8,Kf2
46603,0.0,Rde8,Kg3
46604,0.0,Rh8,Rc1
46605,0.0,Re2,Rh1
46606,0.0,Re3,d4
46607,0.0,Rd3,b5
46608,0.0,cxb5,Rb4
46609,0.0,Kb6,a4
46610,0.0,a5,Rxb5+
46611,0.0,Ka6,Rd5
46612,0.0,Rb8,Rxd6+
46613,0.0,Ka7,Rh6
46614,0.0,Rbb3,Rf1
46615,0.0,Rxd4,Rxh3
46616,0.0,Rxa4,Re1
46617,0.0,Raa3,Re7+
46618,0.0,Kb8,Rh8#
46619,1.0,Nc3,c5
46620,1.0,Nf3,d6
46621,1.0,e4,Nf6
46622,1.0,d3,Nc6
46623,1.0,Be3,Bg4
46624,1.0,d4,cxd4
46625,1.0,Bxd4,Nxd4
46626,1.0,Qxd4,e5
46627,1.0,Qd1,Qa5
46628,1.0,Be2,Nxe4
46629,1.0,Nd2,Bf5
46630,1.0,Ncxe4,Bxe4
46631,1.0,O-O,Qd5
46632,1.0,Nxe4,Qxe4
46633,1.0,Bb5+,Ke7
46634,1.0,Re1,1-0
46635,0.0,,d4
46636,0.0,d5,e3
46637,0.0,Nf6,Nf3
46638,0.0,Nc6,Nc3
46639,0.0,e6,Ne5
46640,0.0,Bd7,Nxc6
46641,0.0,Bxc6,Bb5
46642,0.0,Bxb5,Nxb5
46643,0.0,Bd6,Nxd6+
46644,0.0,Qxd6,O-O
46645,0.0,Ne4,c3
46646,0.0,Nf6,b4
46647,0.0,h5,a4
46648,0.0,Ng4,g3
46649,0.0,f5,f4
46650,0.0,h4,Ba3
46651,0.0,hxg3,Qe2
46652,0.0,gxh2+,Kg2
46653,0.0,h1=Q+,Rxh1
46654,0.0,Rxh1,Rxh1
46655,0.0,O-O-O,Rh7
46656,0.0,Rg8,Qf1
46657,0.0,g6,Qh1
46658,0.0,b6,Rh8
46659,0.0,Rxh8,Qxh8+
46660,0.0,Kb7,Qg7
46661,0.0,Nxe3+,Kf3
46662,0.0,Nc4,Bc1
