,Player,My Move,Opponent Move
15220,0.0,Nc6,exf6
15221,0.0,exf6,Qh5
15222,0.0,g6,Qh4
15223,0.0,f5,Qxd8+
15224,0.0,Nxd8,Nh3
15225,0.0,d6,Ng5
15226,0.0,Be6,Nxe6
15227,0.0,Nxe6,Bb5+
15228,0.0,c6,Bc4
15229,0.0,d5,Bd3
15230,0.0,Nf4,O-O
15231,0.0,Nxd3,cxd3
15232,0.0,Bg7,Re1+
15233,0.0,Kd7,Nc3
15234,0.0,Rhe8,Ne2
15235,0.0,Re6,Kf1
15236,0.0,Rae8,g3
15237,0.0,b5,Rb1
15238,0.0,a6,b4
15239,0.0,h5,Bb2
15240,0.0,Bh6,f4
15241,0.0,g5,Nd4
15242,0.0,Rxe1+,Rxe1
15243,0.0,gxf4,Rxe8
15244,0.0,Kxe8,Nxf5
15245,0.0,fxg3,Nxh6
15246,0.0,gxh2,Kg2
15247,0.0,f6,Kxh2
15248,0.0,f5,Nxf5
15249,0.0,,e4
15250,0.0,Nf6,f3
15251,0.0,Nc6,d3
15252,0.0,e5,Qe2
15253,0.0,d6,Be3
15254,0.0,Be7,g3
15255,0.0,Bd7,Nh3
15256,0.0,g6,Bg2
15257,0.0,h5,O-O
15258,0.0,Nh7,f4
15259,0.0,f5,fxe5
15260,0.0,Nxe5,exf5
15261,0.0,Bxf5,c3
15262,0.0,Bxd3,Qe1
15263,0.0,Bxf1,Qxf1
15264,0.0,Nc4,Qxc4
15265,0.0,a6,Bxb7
15266,0.0,Rb8,Bxa6
15267,0.0,Bf6,Ba7
15268,0.0,Rxb2,Qa4+
15269,0.0,Kf7,Bc4+
15270,0.0,Kg7,Bd4
15271,0.0,Bxd4+,cxd4
15272,0.0,Qf6,Bd3
15273,0.0,Rf8,Na3
15274,0.0,Rd2,Bb5
15275,0.0,Qxd4+,Qxd4+
15276,0.0,Rxd4,Nc2
15277,0.0,Rd2,Ne3
15278,0.0,Rb8,Rd1
15279,0.0,Rxd1+,Nxd1
15280,0.0,Rxb5,Kg2
15281,0.0,Rd5,Ne3
15282,0.0,Rd2+,Kf3
15283,0.0,Rxh2,Nf4
15284,0.0,Rxa2,g4
15285,0.0,h4,Ne6+
15286,0.0,Kf6,Nd4
15287,0.0,h3,Nd5+
15288,0.0,Kg5,Ne6+
15289,0.0,Kh4,Nc3
15290,0.0,h2,Nxa2
15291,0.0,h1=Q+,Kf4
15292,0.0,Qf1+,Ke3
15293,0.0,Qe1+,Kd4
15294,0.0,Qxe6,Nc3
15295,0.0,Qxg4+,Ne4
15296,0.0,c6,Ke3
15297,0.0,Qg5+,Nxg5
15298,0.0,Nxg5,Kf4
15299,0.0,d5,Ke3
15300,0.0,c5,Kd3
15301,0.0,d4,Kc4
15302,0.0,Ne6,Kd5
15303,0.0,d3,Kxe6
15304,0.0,d2,Kf6
15305,0.0,d1=Q,Kxg6
15306,0.0,c4,Kf5
15307,0.0,c3,Ke4
15308,0.0,c2,Kf5
15309,0.0,c1=Q,Kg6
15310,0.0,Qg5+,Kf7
15311,0.0,Qf1+,Ke6
15312,0.0,Qe3+,Kd5
15313,0.0,Qfd3+,Kc6
15314,0.0,Qc1+,Kb6
15315,0.0,Qdb1+,Ka5
15316,1.0,Nc3,e5
15317,1.0,d4,exd4
15318,1.0,Qxd4,Nc6
15319,1.0,Qe3+,Qe7
15320,1.0,Qxe7+,Bxe7
15321,1.0,Nd5,Nf6
15322,1.0,Nxc7+,1-0
15323,1.0,Nc3,g6
15324,1.0,Nf3,Bg7
15325,1.0,d4,Nf6
15326,1.0,e4,d6
15327,1.0,d5,O-O
15328,1.0,Be3,Nbd7
15329,1.0,Bd3,Ne5
15330,1.0,Nxe5,dxe5
15331,1.0,f3,e6
15332,1.0,g4,exd5
15333,1.0,Nxd5,Nxd5
15334,1.0,exd5,Qxd5
15335,1.0,Be4,Qxd1+
15336,1.0,Rxd1,Be6
15337,1.0,b3,Rad8
15338,1.0,Bxa7,Rxd1+
15339,1.0,Kxd1,b6
15340,1.0,Kc1,Ra8
15341,1.0,Bxa8,Bh6+
15342,1.0,Kb2,Kf8
15343,1.0,Rd1,Ke7
15344,1.0,Bb8,Bf4
15345,1.0,Bxc7,Bxh2
15346,1.0,Bxb6,f5
15347,1.0,Bc5+,Kf6
15348,1.0,gxf5,gxf5
15349,1.0,Rd6,h5
15350,1.0,Bd5,e4
15351,1.0,Bxe6,Bxd6
15352,1.0,Bxd6,Kxe6
15353,1.0,Bb4,exf3
15354,1.0,Be1,Ke5
15355,1.0,Bf2,Ke4
15356,1.0,a4,Kf4
15357,1.0,a5,Kg4
15358,1.0,a6,h4
15359,1.0,a7,h3
15360,1.0,a8=Q,h2
15361,1.0,Qg8+,Kh3
15362,1.0,Qg3#,1-0
15363,0.0,,e4
15364,0.0,Nf6,Nc3
15365,0.0,Nc6,Nf3
15366,0.0,e5,Bc4
15367,0.0,d6,d4
15368,0.0,Bg4,h3
15369,0.0,Be7,hxg4
15370,0.0,Nxg4,Ng5
15371,0.0,Bxg5,Qxg4
15372,0.0,Bxc1,Rxc1
15373,0.0,h6,Qh5
15374,0.0,Qg5,Qxf7+
15375,0.0,Kd8,O-O
15376,0.0,Nxd4,Ne2
15377,0.0,Nxe2+,Bxe2
15378,0.0,b6,Bb5
15379,0.0,a6,Qd7#
15380,1.0,Nc3,e5
15381,1.0,Nf3,Nc6
15382,1.0,e4,Nf6
15383,1.0,d3,Bb4
15384,1.0,Bg5,Be7
15385,1.0,Bxf6,Bxf6
15386,1.0,Be2,O-O
15387,1.0,Nd5,Ne7
15388,1.0,Nxf6+,gxf6
15389,1.0,Qd2,Ng6
15390,1.0,g3,c6
15391,1.0,Nh4,d5
15392,1.0,Nxg6,fxg6
15393,1.0,h4,Be6
15394,1.0,O-O-O,Qb6
15395,1.0,b3,dxe4
15396,1.0,dxe4,Rad8
15397,1.0,Qe3,Qb4
15398,1.0,Qxa7,Ra8
15399,1.0,Qe3,Rxa2
15400,1.0,c3,Qa3+
15401,1.0,Kb1,Rb2+
15402,1.0,Kc1,Qa1#
15403,1.0,Nc3,e5
15404,1.0,Nf3,Nc6
15405,1.0,e4,Nf6
15406,1.0,d3,Bb4
15407,1.0,Bg5,O-O
15408,1.0,Bxf6,Qxf6
15409,1.0,Be2,b6
15410,1.0,O-O,Bb7
15411,1.0,Nd5,Qd8
15412,1.0,Nxb4,Nxb4
15413,1.0,c3,Nc6
15414,1.0,d4,exd4
15415,1.0,Nxd4,Nxd4
15416,1.0,Qxd4,Re8
15417,1.0,Bd3,c5
15418,1.0,Qe3,d5
15419,1.0,Qh3,dxe4
15420,1.0,Bc2,Re6
15421,1.0,f3,Rh6
15422,1.0,Qg3,exf3
15423,1.0,gxf3,Qd2
15424,1.0,Qg2,Qf4
15425,1.0,Be4,Rb8
15426,1.0,Qg3,Qe3+
15427,1.0,Qf2,Qf4
15428,1.0,Rae1,1-0
15429,0.0,,e4
15430,0.0,Nf6,e5
15431,0.0,Nc6,exf6
15432,0.0,exf6,d4
15433,0.0,Qe7+,Be2
15434,0.0,Nxd4,Nc3
15435,0.0,Nxe2,Ncxe2
15436,0.0,Qe6,Nf3
15437,0.0,b6,Bf4
15438,0.0,Ba6,O-O
15439,0.0,Bxe2,Re1
15440,0.0,Bxd1,Rxe6+
15441,0.0,fxe6,Rxd1
15442,0.0,Bd6,Bxd6
15443,0.0,cxd6,Rxd6
15444,0.0,e5,c3
15445,0.0,O-O,Nd2
15446,0.0,b5,Nb3
15447,0.0,a5,Nc5
15448,0.0,b4,cxb4
15449,0.0,axb4,a3
15450,0.0,bxa3,bxa3
15451,0.0,Rxa3,Kf1
15452,0.0,Ra1+,Ke2
15453,0.0,Ra2+,Kd3
15454,0.0,Rxf2,Rxd7
15455,0.0,Rf1,Ne6
15456,0.0,Rd1+,Kc4
15457,0.0,Rxd7,Nxf8
15458,0.0,Rc7+,Kd5
15459,0.0,Kxf8,Kd6
15460,0.0,Ra7,Ke6
15461,0.0,Ra2,Kf5
15462,0.0,Rxg2,h3
15463,0.0,Rf2+,Ke4
15464,0.0,h5,Kd5
15465,0.0,,e4
15466,0.0,Nf6,e5
15467,0.0,Nc6,exf6
15468,0.0,exf6,Qe2+
15469,0.0,Qe7,Qxe7+
15470,0.0,Bxe7,Bb5
15471,0.0,d6,Bxc6+
15472,0.0,bxc6,Nf3
15473,0.0,Rb8,O-O
15474,0.0,Bb7,d4
15475,0.0,c5,c3
15476,0.0,Bxf3,gxf3
15477,0.0,cxd4,cxd4
15478,0.0,f5,Nc3
15479,0.0,g6,a3
15480,0.0,h5,b4
15481,0.0,Rg8,Nd5
15482,0.0,g5,Nxc7+
15483,0.0,Kd7,Nd5
15484,0.0,g4,Nf6+
15485,0.0,Bxf6,Kg2
15486,0.0,gxf3+,Kxf3
15487,0.0,Bxd4,Re1
15488,0.0,Bxa1,Kf4
15489,0.0,Be5+,Kxf5
15490,0.0,f6,Be3
15491,0.0,Rb5,Ke4
15492,0.0,Bxh2,Bxa7
15493,0.0,Rg4+,Kf3
15494,0.0,Rf5+,Ke3
15495,0.0,Bf4+,Ke2
15496,0.0,Re5+,Kd1
15497,0.0,Rxe1+,Kxe1
15498,0.0,Bc1,f3
15499,0.0,Rg3,Ke2
15500,0.0,Bxa3,b5
15501,0.0,Rg2+,Ke3
15502,0.0,Rb2,b6
15503,0.0,Bc5+,Ke4
15504,0.0,Bxb6,Bb8
15505,1.0,Nc3,g6
15506,1.0,Nf3,Bg7
15507,1.0,e4,d6
15508,1.0,d4,Nd7
15509,1.0,d5,c6
15510,1.0,Be3,f6
15511,1.0,Bd3,e5
15512,1.0,dxe6,Ne5
15513,1.0,Nxe5,fxe5
15514,1.0,f4,exf4
15515,1.0,Bxf4,Bxe6
15516,1.0,Be2,Bxc3+
15517,1.0,bxc3,Nf6
15518,1.0,Bxd6,Nxe4
15519,1.0,Be5,Rf8
15520,1.0,Qxd8+,Rxd8
15521,1.0,Rf1,Rd5
15522,1.0,Rxf8+,Kxf8
15523,1.0,Bd4,c5
15524,1.0,Bc4,Rd6
15525,1.0,Bxe6,Rxe6
15526,1.0,Bg1,Nxc3+
15527,1.0,Kd2,Ne4+
15528,1.0,Kd3,c4+
15529,1.0,Kxc4,a6
15530,1.0,Kd5,Re8
15531,1.0,Bc5+,Kg7
15532,1.0,Re1,Nf6+
15533,1.0,Kd4,Rxe1
15534,1.0,Kd3,Rh1
15535,1.0,h3,Rh2
15536,1.0,Bd6,Rxg2
15537,1.0,Be5,Rg5
15538,1.0,Bf4,Rh5
15539,0.0,,e4
15540,0.0,Nc6,Nf3
15541,0.0,Nf6,e5
15542,0.0,Ng4,d4
15543,0.0,e6,h3
15544,0.0,Nh6,Nc3
15545,0.0,d5,Bd3
15546,0.0,Bb4,O-O
15547,0.0,Bxc3,bxc3
15548,0.0,Bd7,Bxh6
15549,0.0,gxh6,Qd2
15550,0.0,f5,c4
15551,0.0,Qe7,cxd5
15552,0.0,exd5,Qf4
15553,0.0,Be6,Nh4
15554,0.0,O-O-O,Bxf5
15555,0.0,Bxf5,Qxf5+
15556,0.0,Qd7,c3
15557,0.0,Qxf5,Nxf5
15558,0.0,Rhg8,Nxh6
15559,0.0,Rg6,Ng4
15560,0.0,Na5,Rfe1
15561,0.0,Nc4,Rab1
15562,0.0,Nd2,Rb2
15563,0.0,Ne4,Reb1
15564,0.0,b6,Rb3
15565,0.0,h5,Ne3
15566,0.0,Nd2,f4
15567,0.0,Nxb1,Rxb1
15568,0.0,Rg3,Kf2
15569,0.0,Rdg8,Rb5
15570,0.0,Kb7,Rxd5
15571,0.0,a5,a4
15572,0.0,h4,c4
15573,0.0,c6,Rd7+
15574,0.0,Kc8,e6
15575,0.0,Re8,f5
15576,0.0,Rg5,d5
15577,0.0,c5,d6
15578,0.0,Rgg8,Rc7+
15579,0.0,Kd8,d7
15580,0.0,Kxc7,dxe8=Q
15581,0.0,Rxe8,Nd5+
15582,0.0,Kd6,Nxb6
15583,0.0,Ke5,Nd5
15584,0.0,Kxf5,e7
15585,0.0,Ke6,Kf3
15586,0.0,Kd7,Kg4
15587,0.0,Rh8,Kg5
15588,0.0,Ke8,Kg4
15589,0.0,Rg8+,Kxh4
15590,0.0,Rxg2,Kh5
15591,0.0,Rd2,h4
15592,0.0,Rd4,Kg5
15593,0.0,Rxc4,h5
15594,0.0,Rd4,Nf6+
15595,0.0,Kxe7,h6
15596,0.0,Rd1,h7
15597,0.0,Rh1,Nh5
15598,0.0,Rg1+,Kh6
15599,0.0,Kf7,h8=Q
15600,0.0,Rg6+,Kh7
15601,0.0,c4,Qc8
15602,0.0,Rg5,Qd7+
15603,0.0,Kf8,Qd6+
15604,0.0,Kf7,Qd7+
15605,0.0,Kf8,Qd8+
15606,0.0,Kf7,Qxg5
15607,0.0,Kf8,Qc5+
15608,0.0,Kf7,Qxc4+
15609,0.0,Ke7,Qc6
15610,0.0,Kd8,Qb7
15611,0.0,Ke8,Kg6
15612,0.0,Kf8,Qf7#
15613,1.0,Nc3,e5
15614,1.0,Nf3,Nc6
15615,1.0,e4,Nf6
15616,1.0,d3,d6
15617,1.0,Bg5,Be7
15618,1.0,Bxf6,Bxf6
15619,1.0,Be2,O-O
15620,1.0,Nd5,Bd7
15621,1.0,Nxf6+,Qxf6
15622,1.0,h3,h6
15623,1.0,g4,Qe6
15624,1.0,Nh4,Nb8
15625,1.0,Nf5,Qg6
15626,1.0,Qd2,Bxf5
15627,1.0,exf5,Qg5
15628,1.0,Qxg5,hxg5
15629,1.0,h4,gxh4
15630,1.0,Rxh4,f6
15631,1.0,O-O-O,Nd7
15632,1.0,Rdh1,Kf7
15633,1.0,d4,Nb6
15634,1.0,a3,d5
15635,1.0,dxe5,fxe5
15636,1.0,b3,g5
15637,1.0,Rh7+,Kf6
15638,1.0,R1h6#,1-0
15639,0.0,,d4
15640,0.0,Nc6,c4
15641,0.0,Nf6,Nc3
15642,0.0,d5,Bg5
15643,0.0,e6,Bxf6
15644,0.0,Qxf6,cxd5
15645,0.0,exd5,e3
15646,0.0,Be7,Nxd5
15647,0.0,Bb4+,Nxb4
15648,0.0,Nxb4,Bb5+
15649,0.0,Bd7,Bxd7+
15650,0.0,Kxd7,Qa4+
15651,0.0,Nc6,d5
15652,0.0,Qxb2,Rd1
15653,0.0,Qb4+,Qxb4
15654,0.0,Nxb4,a3
15655,0.0,Nc2+,Ke2
15656,0.0,Nxa3,Rd3
15657,0.0,Rhd8,Rxa3
15658,0.0,Ke7,Rd3
15659,0.0,c6,dxc6
15660,0.0,Rxd3,Kxd3
15661,0.0,bxc6,Nf3
15662,0.0,Rd8+,Ke2
15663,0.0,a5,Rd1
15664,0.0,Rb8,Ne5
15665,0.0,Rb2+,Rd2
15666,0.0,Rb6,Nc4
15667,0.0,Rb5,Rb2
15668,0.0,Rh5,h3
15669,0.0,Rh4,Nxa5
15670,0.0,Rh5,Nxc6+
15671,0.0,Kf6,Nd4
15672,0.0,h6,Rb6+
15673,0.0,Ke7,Rb7+
15674,0.0,Kf6,f4
15675,0.0,Ra5,Rb6+
15676,0.0,Ke7,Nc6+
15677,0.0,Kd7,Nxa5
15678,0.0,Kc7,Rb1
15679,0.0,Kd6,e4
15680,0.0,Ke6,f5+
15681,0.0,Ke5,Ke3
15682,0.0,g6,Rb5+
15683,0.0,Kf6,g4
15684,0.0,g5,Rb6+
15685,0.0,Kg7,e5
15686,0.0,Kf8,e6
15687,0.0,fxe6,fxe6
15688,0.0,Ke7,Nc4
15689,0.0,Kf6,Ke4
15690,0.0,Ke7,Ke5
15691,0.0,Kf8,Rb7
15692,0.0,Ke8,Rb8+
15693,0.0,Ke7,Nb6
15694,0.0,h5,gxh5
15695,0.0,g4,hxg4
15696,1.0,Nc3,c6
15697,1.0,Nf3,d5
15698,1.0,d4,e6
15699,1.0,e3,c5
15700,1.0,Bd2,cxd4
15701,1.0,Nxd4,Nf6
15702,1.0,Nf3,Bb4
15703,1.0,Be2,Nc6
15704,1.0,a3,Ba5
15705,1.0,b4,Bb6
15706,1.0,Bb5,O-O
15707,1.0,Bxc6,bxc6
15708,1.0,a4,c5
15709,1.0,a5,Bc7
15710,1.0,b5,Bxa5
15711,1.0,Nb1,Bxd2+
15712,1.0,Nbxd2,Qb6
15713,1.0,c4,a6
15714,1.0,cxd5,Nxd5
15715,1.0,bxa6,Rxa6
15716,1.0,Rxa6,Bxa6
15717,1.0,Ne5,Rd8
15718,1.0,Qf3,f6
15719,1.0,Nec4,Bxc4
15720,1.0,Nxc4,Qb1+
15721,1.0,Qd1,Qxd1+
15722,1.0,Kxd1,Nxe3+
15723,1.0,Ke2,Nxc4
15724,1.0,Ra1,Ne5
15725,1.0,Ra5,Rc8
15726,1.0,g3,Ng4
15727,1.0,h3,Ne5
15728,1.0,f4,Nc4
15729,1.0,Ra6,e5
15730,1.0,f5,Nb2
15731,1.0,Rb6,Na4
15732,1.0,Ra6,Nc3+
15733,1.0,Kf3,c4
15734,1.0,h4,Nd5
15735,1.0,g4,c3
15736,1.0,Ra1,c2
15737,1.0,Rc1,Nc3
15738,1.0,Ke3,Na2
15739,1.0,Ra1,c1=Q+
15740,1.0,Rxc1,Rxc1
15741,1.0,g5,fxg5
15742,1.0,hxg5,Rc4
15743,1.0,Kd3,Ra4
15744,1.0,f6,gxf6
15745,1.0,gxf6,Kf7
15746,1.0,Kc2,Kxf6
15747,1.0,Kb3,Rh4
15748,1.0,Kxa2,Kf5
15749,1.0,Kb2,Rh3
15750,1.0,Kc2,Ke4
15751,1.0,Kd2,Rg3
15752,1.0,Ke2,Rg2+
15753,1.0,Kf1,Rh2
15754,1.0,Kg1,Ra2
15755,1.0,Kf1,Ke3
15756,1.0,Kg1,Kf3
15757,1.0,Kh1,Kg3
15758,1.0,Kg1,Ra1#
15759,0.0,,d4
15760,0.0,Nf6,e3
15761,0.0,Nc6,c4
15762,0.0,d5,Be2
15763,0.0,e6,h3
15764,0.0,Bb4+,Bd2
15765,0.0,Bxd2+,Qxd2
15766,0.0,Ne4,Qd3
15767,0.0,f5,f3
15768,0.0,Nf6,Nc3
15769,0.0,Bd7,e4
15770,0.0,fxe4,fxe4
15771,0.0,Nxe4,Nxe4
15772,0.0,dxe4,Qxe4
15773,0.0,Nb4,Qxb7
15774,0.0,Rb8,Qe4
15775,0.0,Bc6,d5
15776,0.0,Bxd5,cxd5
15777,0.0,Qxd5,Qxd5
15778,0.0,Nxd5,b3
15779,0.0,Nb4,Kf2
15780,0.0,Nc2,Rc1
15781,0.0,Nd4,Rxc7
15782,0.0,Rf8+,Nf3
15783,0.0,Nxf3,Bxf3
15784,0.0,a5,Re1
15785,0.0,Rf6,Kg1
15786,0.0,Kd8,Rxg7
15787,0.0,h6,Rg8+
15788,0.0,Kc7,Rc1+
15789,0.0,Kb6,Rxb8+
15790,0.0,,e4
15791,0.0,Nf6,Nc3
15792,0.0,Nc6,Nf3
15793,0.0,e5,d3
15794,0.0,d6,Be2
15795,0.0,Bg4,O-O
15796,0.0,Bxf3,Bxf3
15797,0.0,Nd4,Be3
15798,0.0,Nxf3+,Qxf3
15799,0.0,Be7,a4
15800,0.0,Qd7,Nb5
15801,0.0,c6,Nxa7
15802,0.0,d5,exd5
15803,0.0,Nxd5,c4
15804,0.0,Nxe3,Qxe3
15805,0.0,Qd4,Qg3
15806,0.0,Qxa7,Qxg7
15807,0.0,O-O-O,Qxf7
15808,0.0,Bc5,Qe6+
15809,0.0,Kc7,Qxe5+
15810,0.0,Bd6,Qf5
15811,0.0,Rhf8,Qxh7+
15812,0.0,Kb8,b3
15813,0.0,Bc5,Rad1
15814,0.0,Bxf2+,Kh1
15815,0.0,Bg3,Rxf8
15816,0.0,Rxf8,d4
15817,0.0,Bf2,Qe4
15818,0.0,b5,cxb5
15819,0.0,cxb5,Qe5+
15820,0.0,Qc7,Qxb5+
15821,0.0,Qb7,Qe5+
15822,0.0,Ka7,Qc5+
15823,0.0,Ka8,Qxf8+
15824,0.0,Ka7,Qxf2
15825,0.0,Qxb3,d5+
15826,0.0,Ka6,d6
15827,0.0,Qxd1+,Qg1
15828,0.0,Qxd6,g3
15829,0.0,Qc6+,Qg2
15830,0.0,Qxa4,h4
15831,0.0,Qa1+,Kh2
15832,0.0,Kb5,Kh3
15833,0.0,Qa8,g4
15834,0.0,Qa3+,Qg3
15835,0.0,Qb4,h5
15836,0.0,Kc6,Kh4
15837,0.0,Qe7+,g5
15838,0.0,Qe4+,Qg4
15839,0.0,Qe7,h6
15840,0.0,Kd5,Qf4
15841,0.0,Qh7,Qf3+
15842,0.0,Ke5,Qf6+
15843,0.0,Ke4,Kh5
15844,0.0,Ke3,g6
15845,0.0,Qa7,h7
15846,0.0,Qa5+,Kh6
15847,0.0,Qe1,Qg5+
15848,0.0,Ke4,Qe7+
15849,0.0,Kf5,Qxe1
15850,0.0,Kf6,h8=Q+
15851,1.0,Nc3,c5
15852,1.0,Nf3,Nc6
15853,1.0,e3,Nf6
15854,1.0,d4,cxd4
15855,1.0,Nxd4,g6
15856,1.0,Nxc6,bxc6
15857,1.0,g3,d5
15858,1.0,Bg2,Bg7
15859,1.0,Rg1,O-O
15860,1.0,a3,Bf5
15861,1.0,b4,Qd7
15862,1.0,h3,Bxh3
15863,1.0,Bxh3,Qxh3
15864,1.0,Bd2,Ne4
15865,1.0,Nxe4,dxe4
15866,1.0,Rb1,Rab8
15867,1.0,Rf1,c5
15868,1.0,bxc5,Rxb1
15869,1.0,Qxb1,e5
15870,1.0,c6,Rc8
15871,1.0,Qb7,Qe6
15872,1.0,c7,Qd7
15873,1.0,Ba5,Bf8
15874,1.0,Qxa7,Bd6
15875,1.0,Qa6,Bxc7
15876,1.0,Bxc7,Rxc7
15877,1.0,Qa8+,Rc8
15878,1.0,Qxe4,Qc7
15879,1.0,c4,Qa5+
15880,1.0,Ke2,Qxa3
15881,1.0,Qxe5,Qb2+
15882,0.0,,Nf3
15883,0.0,Nf6,d4
15884,0.0,Nc6,c4
15885,0.0,d5,e3
15886,0.0,dxc4,Bxc4
15887,0.0,e6,Nc3
15888,0.0,Bb4,O-O
15889,0.0,Bxc3,bxc3
15890,0.0,a6,Bb2
15891,0.0,b5,Bb3
15892,0.0,Na5,Bc2
15893,0.0,Bb7,Qd2
15894,0.0,Bxf3,gxf3
15895,0.0,Qd5,Qe2
15896,0.0,Qg5+,Kh1
15897,0.0,Nc4,Rg1
15898,0.0,Qh6,Bb3
15899,0.0,Nxb2,Rab1
15900,0.0,Na4,d5
15901,0.0,Nxd5,Rbd1
15902,0.0,Ndxc3,Qd2
15903,0.0,Nxd1,Rxd1
15904,0.0,O-O,Qd7
15905,0.0,g6,Bxa4
15906,0.0,bxa4,Qxc7
15907,0.0,Rad8,Rxd8
15908,0.0,Rxd8,Qxd8+
15909,0.0,Kg7,Qa5
15910,0.0,Qh4,Kg2
15911,0.0,f6,Qxa6
15912,0.0,Qg5+,Kf1
15913,0.0,Qh4,Kg1
15914,0.0,Qb4,Qd3
15915,0.0,Qb1+,Qxb1
15916,1.0,Nc3,e6
15917,1.0,Nf3,d5
15918,1.0,d4,c5
15919,1.0,e3,cxd4
15920,1.0,Nxd4,Nc6
15921,1.0,Nxc6,bxc6
15922,1.0,Bd2,Nf6
15923,1.0,f3,e5
15924,1.0,e4,Be6
15925,1.0,exd5,Nxd5
15926,1.0,Nxd5,Bxd5
15927,1.0,b3,Bc5
15928,1.0,c4,Be6
15929,1.0,Be3,Qxd1+
15930,1.0,Rxd1,Bxe3
15931,1.0,Be2,O-O
15932,1.0,Rd3,Bd4
15933,1.0,g3,Rfd8
15934,1.0,f4,exf4
15935,1.0,gxf4,a5
15936,1.0,Bf3,Bf5
15937,1.0,Bxc6,Bxd3
15938,1.0,Bxa8,Rxa8
15939,1.0,Kd2,Be4
15940,1.0,h4,Bxh1
15941,1.0,Nc3,Nf6
15942,1.0,Nf3,g6
15943,1.0,d4,Bg7
15944,1.0,e4,d6
15945,1.0,e5,dxe5
15946,1.0,dxe5,Qxd1+
15947,1.0,Nxd1,Ne4
15948,1.0,Bb5+,c6
15949,1.0,Bd3,Nc5
15950,1.0,a3,e6
15951,1.0,b4,Nxd3+
15952,1.0,cxd3,Nd7
15953,1.0,d4,Nb6
15954,1.0,O-O,Nd5
15955,1.0,Ng5,Bd7
15956,1.0,Ne3,O-O-O
15957,1.0,Nxd5,exd5
15958,1.0,Nxf7,1-0
15959,0.0,,e4
15960,0.0,Nc6,Nf3
15961,0.0,Nf6,Nc3
15962,0.0,e5,Bb5
15963,0.0,d6,Bxc6+
15964,0.0,bxc6,d3
15965,0.0,d5,Nxe5
15966,0.0,d4,Ne2
15967,0.0,Bb4+,Bd2
15968,0.0,Bxd2+,Qxd2
15969,0.0,Bg4,Nxc6
15970,0.0,Qd7,Nb4
15971,0.0,Bxe2,Qxe2
15972,0.0,Qg4,Qxg4
15973,0.0,Nxg4,O-O
15974,0.0,O-O,Nc6
15975,0.0,Ne5,Nxd4
15976,0.0,c5,Nb3
15977,0.0,c4,Na5
15978,0.0,cxd3,cxd3
15979,0.0,Nxd3,Rab1
15980,0.0,Rab8,Nc4
15981,0.0,g6,e5
15982,0.0,Rfe8,Rbd1
15983,0.0,Nxe5,Nxe5
15984,0.0,Rxe5,b3
15985,0.0,Re2,a4
15986,0.0,Rxb3,Rd8+
15987,0.0,Kg7,Rd7
15988,0.0,a5,Rd5
15989,0.0,Ra2,Rxa5
15990,0.0,Rba3,f3
15991,0.0,Rxa4,Rxa4
15992,0.0,Rxa4,Re1
15993,0.0,h5,h3
15994,0.0,Kh6,Kh2
15995,0.0,f5,Re6
15996,0.0,Kg5,Re5
15997,0.0,h4,Rb5
15998,0.0,Kf4,Rb6
15999,0.0,g5,Rg6
16000,0.0,Ra2,Kg1
16001,0.0,Ra1+,Kh2
16002,0.0,Ra2,Kg1
16003,0.0,g4,hxg4
16004,0.0,fxg4,Rxg4+
16005,0.0,Ke3,Kh2
16006,0.0,Ke2,Rxh4
16007,0.0,Kf1,Kg3
16008,0.0,Rxg2+,Kf4
16009,0.0,Ke2,Rg4
16010,0.0,Rf2,Rg3
16011,0.0,Kf1,Ke4
16012,0.0,Ke2,f4
16013,0.0,Rf1,f5
16014,0.0,Ra1,Rg5
16015,0.0,Ra4+,Ke5
16016,0.0,Ra5+,Kf4
16017,0.0,Ra4+,Ke5
16018,0.0,Kf3,Kf6
16019,0.0,Rf4,Ke6
16020,0.0,Ke4,f6
16021,0.0,Kf3,f7
16022,0.0,Ke4,Rg7
16023,0.0,Rxf7,Rxf7
16024,0.0,Kd4,Kd6
16025,0.0,Ke4,Re7+
16026,0.0,Kf5,Re6
16027,0.0,Kf4,Kd5
16028,0.0,Kf5,Re5+
16029,0.0,Kf6,Ke4
16030,0.0,Kf7,Kf5
16031,0.0,Kf8,Ke6
16032,0.0,Kg7,Rg5+
16033,0.0,Kh6,Kf6
16034,0.0,Kh7,Rh5+
16035,0.0,Kg8,Ke7
16036,0.0,Kg7,Rg5+
16037,0.0,Kh6,Kf6
16038,0.0,Kh7,Kf7
16039,0.0,Kh6,Kf6
16040,1.0,Nc3,e6
16041,1.0,Nf3,c5
16042,1.0,e4,d5
16043,1.0,d3,d4
16044,1.0,Ne2,Nc6
16045,1.0,Bd2,Bd6
16046,1.0,Bf4,h6
16047,1.0,Bxd6,Qxd6
16048,1.0,g3,Nf6
16049,1.0,Nf4,O-O
16050,1.0,h4,e5
16051,1.0,Nh3,Bxh3
16052,1.0,Bxh3,Ng4
16053,1.0,Bxg4,f5
16054,1.0,Bxf5,Rae8
16055,1.0,Qd2,g6
16056,1.0,Bg4,h5
16057,1.0,Bxh5,gxh5
16058,1.0,Ng5,Rf6
16059,1.0,O-O-O,Ref8
16060,1.0,f3,Nb4
