White,Black,moves,NW,NB
" ""Rkitty"""," ""SOSALLENSOS""","['Nc3', 'd5', 'Nf3', 'd4', 'Nb5', 'c5', 'd3', 'Qa5+', 'Bd2', 'Qxb5', 'a3', 'Qxb2', 'Rb1', 'Qxa3', 'Ne5', 'Nf6', 'Nc4', 'Qa6', 'Ra1', 'Qc6', 'Rg1', 'e6', 'g3', 'e5', 'Nxe5', 'Qe6', 'Nc4', 'g6', 'Bg2', 'Bg7', 'Bg5', 'Ng4', 'Bh3', 'Qf5', 'f3', 'Qxg5', 'fxg4', 'Bxg4', 'Bxg4', 'Qxg4', 'h4', 'O-O', 'e3', 'Qxd1+', 'Rxd1', 'Nc6', 'e4', 'Nb4', 'Rd2', 'b5', 'Nd6', 'a5', 'Nxb5', 'a4', 'Ke2', 'a3', 'Nc7', 'Ra7', 'Nb5', 'Ra5', 'Nd6', 'a2', 'Nc4', 'Raa8', 'Rdd1', 'Nxc2', 'Nb6', 'a1=Q', 'Rxa1', 'Rxa1', 'Rg2', 'Re1+', 'Kd2', 'Rb1', 'Nc4', 'Nb4', 'Na3', 'Ra1', 'Nc2', 'Nxc2', 'Kxc2', 'Ra2+', 'Kd1', 'Rxg2', 'Kc1', 'Rxg3', 'Kb2', 'Rxd3', 'Kc2', 'c4', 'h5', 'Rc3+', 'Kd2', 'Ra3', '0-1']",1.0,0.0
" ""hajeBro"""," ""Rkitty""","['d4', 'Nc6', 'c4', 'Nf6', 'Nc3', 'e6', 'Bg5', 'd5', 'cxd5', 'exd5', 'e3', 'Be7', 'Bb5', 'Ne4', 'Bxe7', 'Qxe7', 'Nxd5', 'Qd6', 'Bxc6+', 'bxc6', 'Nf4', 'O-O', 'Nf3', 'Bg4', 'h3', 'Qb4+', 'Ke2', 'Bxf3+', 'Kxf3', 'Nd2+', 'Ke2', 'Ne4', 'Qb3', 'Qd2+', 'Kf3', 'Ng5+', 'Kg3', 'Ne4+', 'Kf3', 'Ng5+', 'Kg3', 'Qa5', 'Rac1', 'Ne4+', 'Kf3', 'Ng5+', 'Kg3', 'Ne6', 'Rxc6', 'Nxf4', 'Kxf4', 'g5+', 'Kg4', 'Kg7', 'a3', 'f5+', 'Kxg5', 'f4+', 'Kg4', 'Qf5+', 'Kf3', 'Qh5+', 'Ke4', 'Rae8+', 'Re6', 'Qg6+', '0-1']",0.0,1.0
" ""Rkitty"""," ""hajeBro""","['Nc3', 'd5', 'Nf3', 'c5', 'd4', 'cxd4', 'e3', 'dxe3', 'Bxe3', 'Nf6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Ne5', 'Qd6', 'f4', 'e6', 'Qd3', 'Be7', 'Qb5+', 'Nfd7', 'Nxd7', 'Qxd7', 'Qxd7+', 'Nxd7', 'O-O-O', 'O-O', 'Kb1', 'Bb4', 'Bd2', 'Nc5', 'a3', 'Bxc3', 'Bxc3', 'Ne4', 'g3', 'Nf2', 'Bb4', 'Rfc8', 'Bc3', 'Nxh1', 'Rxh1', 'a5', 'h4', 'b5', 'h5', 'b4', 'Bd4', 'h6', 'g4', 'Rc4', 'Be5', 'bxa3', 'bxa3', 'Rb8+', 'Bxb8', 'f5', 'g5', 'hxg5', 'h6', 'gxh6', 'Rxh6', 'Kf7', 'Rh7+', 'Kg6', 'Re7', 'Rc6', 'Ra7', 'Rb6+', 'Kc1', 'Rxb8', 'Rxa5', 'gxf4', 'Ra6', 'Kf6', 'a4', 'f3', 'Kd1', 'Rb4', 'Ke1', 'Re4+', 'Kf2', 'Rf4', 'a5', 'Ke5', 'Rb6', 'Kf6', 'a6', 'Kg5', 'a7', 'Ra4', 'Kxf3', 'Rxa7', 'Rxe6', 'Ra3+', 'Ke2', 'Ra2', 'Kd2', 'Kf4', 'Re3', 'Ra8', 'Rd3', 'Rd8', 'Ke2', 'Ke4', 'Re3+', 'Kd4', 'Rd3+', 'Ke4', 'Re3+', 'Kd4', 'Rd3+', 'Ke4', '1/2-1/2']",1.0,0.0
" ""hajeBro"""," ""Rkitty""","['d4', 'Nf6', 'c4', 'Nc6', 'Bg5', 'd6', 'e3', 'h6', 'Bxf6', 'exf6', 'Nf3', 'Be7', 'Nc3', 'g5', 'Bd3', 'f5', 'O-O', 'g4', 'Nd2', 'h5', 'Nd5', 'Bd7', 'Nxe7', 'Nxe7', 'Qb3', 'a6', 'Qxb7', 'Bc6', 'Qb4', 'Ng6', 'Bxf5', 'Nh4', 'Bxg4', 'hxg4', 'g3', 'Nf3+', 'Nxf3', 'Bxf3', 'Rac1', 'Kd7', 'c5', 'Qg8', 'cxd6', 'Qh7', 'dxc7', 'Qxh2#', '0-1']",0.0,1.0
" ""Rkitty"""," ""gigglegoodsboy""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Bc5', 'd3', 'd6', 'Be3', 'Nge7', 'Bxc5', 'dxc5', 'Nd5', 'Nxd5', 'exd5', 'Ne7', 'Nxe5', 'Nxd5', 'Qf3', 'Be6', 'g3', 'Qe7', 'O-O-O', 'O-O-O', 'h4', 'Nb4', 'Kb1', 'Bxa2+', 'Kc1', 'Rhe8', 'Bh3+', 'Be6', 'Bxe6+', 'Qxe6', 'Qg4', 'Qxg4', 'Nxg4', 'c4', 'dxc4', 'f5', 'Rxd8+', 'Rxd8', 'Ne5', 'g6', 'Nf7', 'Rd4', 'b3', 'Na2+', '0-1']",1.0,0.0
" ""Eyad_Rababah"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'Nc6', 'Bc4', 'e5', 'Nf3', 'd6', 'Ng5', 'Be6', 'O-O', 'Bxc4', 'd3', 'h6', 'Nxf7', 'Kxf7', 'dxc4', 'Nd4', 'Nd5', 'Nxd5', 'cxd5', 'h5', 'f4', 'exf4', 'Qxd4', 'g5', 'g3', 'Bg7', 'Qb4', 'b6', 'gxf4', 'gxf4', 'Rxf4+', 'Kg8', 'Qe1', 'Qg5+', 'Qg3', 'Qxg3+', 'hxg3', 'Bd4+', 'Kf1', 'Rf8', 'Rxf8+', 'Kxf8', 'c3', 'Be5', 'Bf4', 'Bxf4', 'gxf4', 'h4', 'Ke2', 'h3', 'Rh1', 'Rh4', 'Kf3', 'Kf7', 'Kg3', 'Rh8', 'Rxh3', 'Re8', 'Rh7+', 'Kg6', 'Rxc7', 'Rxe4', 'Rxa7', 'Re3+', 'Kg4', 'Re2', 'Ra6', 'Rxb2', 'a4', 'Rg2+', 'Kf3', 'Rb2', 'a5', 'bxa5', 'Rxd6+', 'Kf5', 'Ra6', 'Ra2', 'd6', 'Rc2', 'd7', 'Rxc3+', 'Ke2', 'Rc2+', 'Kd3', 'Rc1', 'Kd2', 'Rh1', 'd8=Q', 'Rh2+', 'Ke3', 'Rh3+', 'Kd4', 'Rf3', 'Qd5+', 'Kxf4', 'Rxa5', 'Rf1', 'Qf5+', 'Kg3', 'Qxf1', '1-0']",0.0,1.0
" ""alexfuchs48"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'e5', 'Bc4', 'Nc6', 'Nf3', 'd6', 'Ng5', 'Be6', 'Bxe6', 'fxe6', 'Nxe6', 'Qe7', 'Ng5', 'Nd4', 'd3', 'h6', 'Nf3', 'g5', 'Be3', 'g4', 'Nxd4', 'exd4', 'Bxd4', 'h5', 'Qd2', 'Bh6', 'Be3', 'Bxe3', 'Qxe3', 'O-O-O', 'O-O-O', 'Kb8', 'Rhe1', 'Qf8', 'd4', 'Qh6', 'Qxh6', 'Rxh6', 'e5', 'dxe5', 'dxe5', 'Rxd1+', 'Rxd1', 'Ne8', 'Rd8#', '1-0']",0.0,1.0
" ""vileicht"""," ""Rkitty""","['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'd5', 'cxd5', 'exd5', 'Qa4+', 'Bd7', 'Qb3', 'b6', 'Bg5', 'Be7', 'Bxf6', 'Bxf6', 'f4', 'Bxd4', 'Qxd5', 'Bxc3+', 'bxc3', 'Bc6', 'Qe5+', 'Qe7', 'Qxg7', 'Qf8', 'Qe5+', 'Kd8', 'O-O-O+', 'Kc8', 'Qf5+', 'Bd7', 'Qxd7+', 'Nxd7', 'Rxd7', 'Kxd7', 'e4', 'Qa3+', '0-1']",0.0,1.0
" ""Rkitty"""," ""HofHero""","['Nc3', 'c5', 'Nf3', 'e6', 'e4', 'd5', 'd3', 'd4', 'Ne2', 'Bd7', 'c4', 'dxc3', 'Nxc3', 'Nc6', 'Bd2', 'Nd4', 'Be2', 'Be7', 'Nxd4', 'cxd4', 'Nb1', 'Nf6', 'a3', 'O-O', 'Bb4', 'Rc8', 'Bxe7', 'Qxe7', 'O-O', 'e5', 'Nd2', 'h5', 'Bxh5', 'Nxh5', 'Qxh5', 'Rc2', 'Nf3', 'Rxb2', 'Ng5', 'f6', 'Qh7#', '1-0']",1.0,0.0
" ""Rkitty"""," ""Adam_Sikorski""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Bb4', 'd3', 'Nf6', 'Bd2', 'd6', 'Nd5', 'Bxd2+', 'Nxd2', 'O-O', 'Nxf6+', 'Qxf6', 'Be2', 'Qg6', 'g3', 'Nd4', 'c3', 'Nxe2', 'Qxe2', 'Bg4', 'Qe3', 'c6', 'f3', 'Bd7', 'O-O-O', 'Qe6', 'Kb1', 'a5', 'c4', 'b5', 'g4', 'bxc4', 'Nxc4', 'd5', 'Nb6', 'Rab8', 'Nxd7', 'Qxd7', 'exd5', 'Qb7', 'Rd2', 'cxd5', 'h4', 'a4', 'Rhh2', 'a3', 'b3', 'Qc7', 'g5', 'Rbc8', 'Rc2', 'Qd6', 'Rxc8', 'Rxc8', 'h5', 'Qc6', 'h6', 'g6', 'f4', 'exf4', 'Qxf4', 'Qc3', 'Rf2', 'Qxd3+', 'Ka1', 'Qd1+', 'Qc1', 'Qxc1#', '0-1']",1.0,0.0
" ""Rkitty"""," ""Stochastick""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Nf6', 'd3', 'h6', 'Bg5', 'hxg5', 'Nxg5', 'Bb4', 'a3', 'Bxc3+', 'bxc3', 'Nh5', 'h4', 'f6', 'Nh3', 'd6', 'g3', 'Bxh3', 'Bxh3', 'd5', 'Bg4', 'Nxg3', 'f3', 'dxe4', 'Rg1', 'f5', 'Bxf5', 'Qxh4', 'fxe4', 'Nxe4+', 'Ke2', 'Nxc3+', 'Kd2', 'Nxd1', 'Raxd1', 'Qf4+', 'Kc3', 'Qxf5', 'Rxg7', 'O-O-O', 'd4', '0-1']",1.0,0.0
" ""Rkitty"""," ""seazenith""","['Nc3', 'e6', 'Nf3', 'd5', 'd4', 'Nf6', 'e3', 'Bb4', 'Bd2', 'O-O', 'Be2', 'Nc6', 'a3', 'Ba5', 'Nb5', 'a6', 'Bxa5', 'axb5', 'Bd2', 'Ne4', 'Ne5', 'Nxe5', 'dxe5', 'Nxf2', 'Kxf2', 'Qh4+', 'g3', 'Qe4', 'Bf3', 'Qxe5', 'Bc3', 'Qd6', 'Bb4', 'c5', 'Ba5', 'Rxa5', 'b4', 'cxb4', 'axb4', 'Rxa1', 'Qxa1', 'Qxb4', 'Qe1', 'Qxe1+', 'Rxe1', 'b6', 'Rb1', 'Bd7', 'Ra1', 'h6', 'Ra7', 'Bc6', 'Ra6', 'Rb8', 'Bh5', 'b4', 'Ra7', 'f5', 'Bf7+', 'Kf8', 'Bxe6', 'b5', 'Rf7+', 'Ke8', 'Rxg7', 'Ra8', 'Rg8+', 'Ke7', 'Rg6', 'Ra2', 'Bxf5', 'Bd7', 'Rg7+', 'Kd6', 'Rxd7+', 'Ke5', 'g4', 'Ra4', 'Re7+', 'Kf6', 'Re6+', 'Kg5', 'Kg3', 'Ra3', 'Re5', 'b3', 'cxb3', 'Rxb3', 'Bc2+', 'Kf6', 'Kf4', 'Rb2', 'Rf5+', 'Ke6', 'Re5+', 'Kd6', 'Bh7', 'Rf2+', 'Kg3', 'Rf7', 'Bg6', 'Rf6', 'g5', 'Rxg6', 'Rf5', 'b4', 'Rf6+', 'Rxf6', 'gxf6', 'Ke6', 'Kf4', 'Kxf6', 'h4', 'b3', 'e4', 'b2', 'exd5', 'b1=Q', 'd6', 'Qb4+', '0-1']",1.0,0.0
" ""AVA2"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'e5', 'Bc4', 'd6', 'Nf3', 'Nc6', 'O-O', 'Be7', 'Ng5', 'Be6', 'd3', 'Bxc4', 'dxc4', 'h6', 'Nf3', 'Nd4', 'h3', 'Nxf3+', 'gxf3', 'Nh5', 'Nd5', 'Bh4', 'Bd2', 'c6', 'Nb4', 'Qd7', 'Re1', 'Qxh3', 'Re2', 'Nf4', 'Bxf4', 'exf4', 'Re1', 'Bg3', 'Qxd6', 'Qh2+', 'Kf1', 'Qxf2#', '0-1']",0.0,1.0
" ""Meherunes"""," ""Rkitty""","['f3', 'Nf6', 'Kf2', 'Nc6', 'e3', 'e5', 'd3', 'd5', 'Nc3', 'd4', 'exd4', 'exd4', 'Ne4', 'Nxe4+', 'dxe4', 'Bc5', 'Ne2', 'd3+', 'Be3', 'dxe2', 'Qxe2', 'Bxe3+', 'Qxe3', 'Qd4', 'Qxd4', 'Nxd4', 'Rd1', 'Nxc2', 'Bd3', 'Nb4', 'Bb5+', 'c6', 'Bc4', 'O-O', 'Rd4', 'Nc2', 'Rd2', 'Nb4', 'Rhd1', 'Be6', 'Bxe6', 'fxe6', 'Rd7', 'Nxa2', 'Rxb7', 'Rab8', 'Rc7', 'Rxb2+', 'Kg3', 'h6', 'Rdd7', 'Rf6', 'Rxg7+', 'Kf8', 'Rxa7', 'Nc3', 'Rh7', 'Ne2+', 'Kh3', 'Nf4+', 'Kg3', 'Rxg2+', 'Kh4', 'Ng6+', 'Kh3', 'Nf4+', 'Kh4', 'Rg5', 'Ra8#', '1-0']",0.0,1.0
" ""rique00"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'Bxc6', 'dxc6', 'O-O', 'Nxe4', 'Nxe5', 'Bd6', 'Nf3', 'Bg4', 'Re1', 'Bxf3', 'Qxf3', 'Qh4', 'Qxe4+', 'Qxe4', 'Rxe4+', 'Kd7', 'Nc3', 'Rae8', 'Rxe8', 'Rxe8', 'h3', 'Re1#', '0-1']",0.0,1.0
" ""Rkitty"""," ""peitrobocop""","['Nc3', 'd5', 'Nf3', 'd4', 'Nb5', 'e5', 'e3', 'Nc6', 'd3', 'dxe3', 'Bxe3', 'Bb4+', 'c3', '1-0']",1.0,0.0
" ""Rkitty"""," ""Ztio""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Bc5', 'd3', 'd6', 'Bd2', 'Nf6', 'Be2', 'O-O', 'a3', 'a5', 'b4', 'axb4', 'axb4', 'Rxa1', 'Qxa1', 'Bxb4', 'Nd5', 'Bxd2+', 'Nxd2', 'Nxd5', 'exd5', 'Nd4', 'Nb3', 'Nxe2', 'Kxe2', 'Qg5', 'g3', 'Bg4+', 'f3', 'Bh5', 'g4', 'Bg6', 'h4', 'Qf4', 'Qc1', 'Qg3', 'h5', 'e4', 'hxg6', 'Qxf3+', 'Kd2', 'exd3', 'cxd3', 'fxg6', 'Qxc7', 'Qxh1', 'Qxd6', 'Qf3', 'Qe6+', 'Kh8', 'Nd4', 'Qf2+', 'Kc3', 'Qe1+', 'Kc4', 'Qxe6', 'Nxe6', 'Rc8+', 'Kb5', 'h5', 'gxh5', 'gxh5', 'Kb6', 'Rc1', 'Kxb7', 'Rd1', 'Nf4', 'h4', 'd6', 'Rb1+', 'Kc7', 'Rb4', 'd7', 'Rxf4', 'd8=Q+', 'Kh7', 'Qd6', 'Rg4', 'Qe6', 'Rg6', 'Qf5', 'Kh6', 'd4', 'Rg5', 'Qe6+', 'Rg6', 'Qe3+', 'Rg5', 'Qd2', 'h3', 'd5', 'Kh5', 'd6', 'Rg2', 'Qd5+', 'Kh6', 'Qe6+', 'Kh7', 'Qxh3+', 'Kg6', 'Qxg2+', '1-0']",1.0,0.0
" ""XPhyrmeTimeX"""," ""Rkitty""","['e4', 'Nf6', 'Nf3', 'd6', 'Nc3', 'e5', 'Bc4', 'Be7', 'Ng5', 'Bd7', 'Bxf7+', 'Kf8', 'Bc4', 'd5', 'exd5', 'Nxd5', 'Nf3', 'Nxc3', 'dxc3', 'g6', 'O-O', 'Kg7', 'b3', 'Rf8', 'Bb2', 'Bc6', 'Be2', 'Qxd1', 'Raxd1', 'Na6', 'a3', 'h5', 'Nxe5', 'Rf5', 'c4', 'Rg5', 'Nf3+', 'Bf6', 'Bxf6+', 'Kxf6', 'Nxg5', 'Kxg5', 'f4+', 'Kh4', 'Rd4', 'Nc5', 'g3+', 'Kh3', 'Rfd1', 'Re8', 'Bf1+', 'Kg4', 'f5+', 'Kg5', 'f6', 'Kxf6', 'Rf4+', 'Kg5', 'h4+', 'Kh6', 'g4', 'Re3', 'g5+', 'Kg7', 'Bg2', 'Rg3', 'Re1', 'Bxg2', 'Re7+', 'Kg8', 'Kf2', 'Ne4+', 'Ke2', 'Nc3+', 'Kf2', 'Rd3', 'Kxg2', 'Rd2+', 'Kf1', 'Rd1+', 'Kg2', 'Rd2+', 'Kf1', 'Rd1+', 'Kf2', 'Rd2+', 'Ke3', 'Rxc2', 'Rxc7', '1-0']",0.0,1.0
" ""Rkitty"""," ""guille070""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Nge7', 'd3', 'd5', 'Bg5', 'h6', 'Bxe7', 'Nxe7', 'Nxd5', 'Nxd5', 'exd5', 'Qxd5', 'Qe2', 'Be6', 'Qxe5', 'Qxe5+', 'Nxe5', 'Bd6', 'Nc4', 'Bxc4', 'dxc4', 'O-O', 'O-O-O', 'Bf4+', 'Kb1', 'Rfd8', 'Rxd8+', 'Rxd8', 'g3', 'Rd1#', '0-1']",1.0,0.0
" ""jonaschabchoub"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'Nc6', 'Nf3', 'e5', 'Bb5', 'd6', 'Bxc6+', 'bxc6', 'd4', 'Bg4', 'dxe5', 'dxe5', 'Qxd8+', 'Rxd8', 'Bg5', 'Be7', 'Nxe5', 'O-O', 'Nxc6', 'Rd6', 'Nxe7+', 'Kh8', 'Nb5', 'Rb6', 'Nxc7', 'Rb7', 'Ncd5', 'Nxd5', 'exd5', 'f6', 'Bxf6', 'Rxf6', 'Nc6', 'Re7+', 'Nxe7', 'Rf7', 'd6', 'Rf6', 'O-O', 'Rxd6', 'Rae1', 'h6', 'Re4', 'Rg6', 'Nxg6+', '1-0']",0.0,1.0
" ""mrshannon"""," ""Rkitty""","['d4', 'd5', 'c4', 'Nc6', 'c5', 'e6', 'Nf3', 'Nf6', 'Nc3', 'Ne4', 'Nb5', 'a5', 'Bg5', 'Nxg5', 'Qd2', 'Nxf3+', 'gxf3', 'f6', 'Qf4', 'e5', 'dxe5', 'fxe5', 'Qe3', 'd4', 'Qe4', 'g6', 'e3', 'Bf5', 'Qxf5', 'gxf5', 'Bh3', 'dxe3', 'fxe3', 'f4', 'e4', 'Nd4', 'Nc3', 'Nc2+', 'Ke2', 'Nxa1', 'Rxa1', 'Bxc5', 'Rd1', 'Qh4', 'Bd7+', 'Ke7', 'Nd5+', 'Kxd7', 'Nf6+', 'Ke6', 'Nd5', 'Qf2+', 'Kd3', 'Qd4+', 'Kc2', 'Qf2+', 'Kc1', 'Be3+', 'Kb1', 'Qxf3', 'Nxc7+', 'Kf6', 'Nd5+', 'Kg5', 'Rg1+', 'Bxg1', '0-1']",0.0,1.0
" ""jkd94"""," ""Rkitty""","['e4', 'Nf6', 'e5', 'Nc6', 'exf6', 'exf6', 'Qe2+', 'Qe7', 'Qxe7+', 'Bxe7', 'Nf3', 'O-O', 'Bc4', 'd6', 'O-O', 'a6', 'd3', 'b5', 'Bb3', 'Nd4', 'Nxd4', 'c5', 'Nf3', 'c4', 'dxc4', 'bxc4', 'Bxc4', 'Be6', 'Bxe6', 'fxe6', 'Be3', 'e5', 'Nc3', 'h6', 'Nd5', 'Bd8', 'c4', 'Rf7', 'b3', 'a5', 'Nb6', 'Bxb6', 'Bxb6', 'a4', 'Nd2', 'axb3', 'axb3', 'Rxa1', 'Rxa1', 'Kh7', 'Ne4', 'Rb7', 'Be3', 'Rxb3', 'Rc1', 'g5', 'Nxd6', 'Kg6', 'g4', 'Rb6', 'c5', 'Rc6', 'Nb7', 'Rc7', 'Na5', 'h5', 'h3', 'hxg4', 'hxg4', 'Rh7', 'Kg2', 'Rh4', 'Kg3', 'f5', 'gxf5+', 'Kxf5', 'Rc4', 'Rh5', 'c6', 'g4', 'c7', 'Rh3+', 'Kg2', 'Rh8', 'c8=Q+', 'Rxc8', 'Rxc8', '1-0']",0.0,1.0
" ""Rkitty"""," ""eldernah""","['Nc3', 'e6', 'Nf3', 'd5', 'd4', 'Nf6', 'e3', 'Be7', 'Bb5+', 'Nbd7', 'Be2', 'O-O', 'Bd2', 'h6', 'b3', 'c5', 'a4', 'b6', 'Ne5', 'Nxe5', 'dxe5', 'Ne4', 'Nxe4', 'dxe4', 'f3', 'exf3', 'Bxf3', 'Rb8', 'O-O', 'Bb7', 'Be1', 'Ba6', 'Qxd8', 'Rbxd8', 'Rf2', 'Bh4', 'g3', 'Bg5', 'e4', 'Be3', 'Kg2', 'Bxf2', 'Bxf2', 'Rd2', 'c4', 'Rb2', 'Bd1', 'Bb7', 'Kf3', 'Rd8', 'h4', 'Bxe4+', 'Kxe4', 'Rxf2', 'g4', 'Rf1', 'g5', 'Rd4+', 'Ke3', 'Re1+', 'Kf2', 'Rexd1', 'Rxd1', 'Rxd1', 'gxh6', 'gxh6', 'h5', 'Kf8', 'Kg3', 'Ke7', 'Kf4', 'Rf1+', 'Kg4', 'f6', 'exf6+', 'Kxf6', 'Kh4', 'e5', 'Kg4', 'e4', 'Kg3', 'e3', 'Kg2', 'Rf5', 'Kg3', 'e2', 'Kg4', 'e1=Q', 'b4', 'Qg1+', 'Kh4', 'Qg5+', 'Kh3', 'Rf1', 'bxc5', 'Rh1#', '0-1']",1.0,0.0
" ""Rkitty"""," ""ArMta""","['Nc3', 'b6', 'Nf3', 'g6', 'd4', 'e6', 'e3', 'd5', 'Bd2', 'Nh6', 'Be2', 'Qf6', 'e4', 'Bb4', 'e5', 'Qe7', 'Nb5', 'Nf5', 'Bxb4', 'Qxb4+', 'Qd2', 'Qxb5', 'Bxb5+', 'c6', 'Bd3', 'Bd7', 'Bxf5', 'exf5', 'O-O-O', 'Na6', 'Kb1', 'h5', 'Ng5', 'f6', 'exf6', 'Rf8', 'f7+', 'Rxf7', 'Nxf7', 'Kxf7', 'Qh6', 'Nc7', 'Qh7+', 'Ke6', 'Rhe1+', 'Kd6', 'Qxg6+', 'Be6', 'Qxh5', 'Rg8', 'g3', 'Nb5', 'Rd2', 'Nc7', 'Rde2', 'Ne8', 'Qg6', 'Rxg6', 'h4', 'Nf6', 'Rxe6+', 'Kc7', 'Re7+', 'Kd8', 'Rxa7', 'Rg7', 'Rxg7', 'b5', 'Ree7', '1-0']",1.0,0.0
" ""Deneez"""," ""Rkitty""","['e4', 'Nf6', 'Nf3', 'e5', 'Nxe5', 'd6', 'Bb5+', 'Bd7', 'Nxd7', 'Nfxd7', 'Bc4', 'a6', 'Qf3', 'f6', 'Qh5+', 'g6', 'Qf3', 'b5', 'Bd5', 'Ne5', 'Qf5', 'Ra7', 'Qe6+', 'Qe7', 'Qh3', 'Nbd7', 'd3', 'c6', 'Bb3', 'c5', 'a3', 'c4', 'Ba2', 'cxd3', 'cxd3', 'Nc5', 'O-O', 'Ncxd3', 'Be3', 'Nxb2', 'Bxa7', 'Qxa7', 'Qc3', 'Nbd3', 'Nd2', 'Qxf2+', 'Rxf2', 'Nxf2', 'Kxf2', 'Ng4+', 'Kg1', 'Be7', 'Qc6+', 'Kf8', 'Qxa6', 'Kg7', 'Qxb5', 'Ne3', 'Qd7', 'Kf8', 'Rb1', 'd5', 'Rb8+', 'Kg7', 'Qxe7+', 'Kh6', 'Rxh8', '1-0']",0.0,1.0
" ""Rkitty"""," ""Cheetahmarat""","['Nc3', 'c5', 'Nf3', 'g6', 'd3', 'Bg7', 'e4', 'Nc6', 'Bd2', 'Nf6', 'Nd5', 'Nxd5', 'exd5', 'Ne5', 'Nxe5', 'Bxe5', 'Rb1', 'O-O', 'g3', 'b6', 'c4', 'e6', 'f4', 'Bc7', 'Bg2', 'Qe7', 'dxe6', 'Qxe6+', 'Qe2', 'Qxe2+', 'Kxe2', 'd6', 'Bxa8', 'Bg4+', 'Bf3', 'Re8+', 'Be3', 'Bxf3+', 'Kxf3', 'f6', 'h4', 'Kg7', 'g4', 'h6', 'h5', 'g5', 'fxg5', 'fxg5', 'b3', 'Bd8', 'a4', 'a6', 'Rbe1', 'Rf8+', 'Kg3', 'Kf6', 'Ref1+', 'Kg7', 'Rxf8', 'Kxf8', 'Rf1+', 'Ke7', 'Rf5', 'Kd7', 'Rf7+', 'Kc6', 'Rh7', 'b5', 'Rxh6', 'bxa4', 'bxa4', 'Kb6', 'Rxd6+', 'Ka5', 'Rxd8', 'Kxa4', 'h6', '1-0']",1.0,0.0
" ""Rkitty"""," ""arkclaws""","['Nc3', 'c5', 'Nf3', 'd6', 'e4', 'e5', 'd3', 'Nf6', 'Bg5', 'Be7', 'Be2', 'O-O', 'Bxf6', 'Bxf6', 'h3', 'Nc6', 'Nd5', 'Nd4', 'Nxd4', 'cxd4', 'Nxf6+', 'Qxf6', 'g4', 'Qh4', 'Qd2', 'f5', 'exf5', 'Bxf5', 'gxf5', 'Rxf5', 'O-O-O', 'Qxf2', 'Rde1', 'Qg2', 'Qb4', 'Qd5', 'Bg4', 'Rf2', 'Qb3', 'Qxb3', 'cxb3', 'Rc8+', 'Kb1', 'Rcc2', 'Be6+', 'Kh8', 'Ka1', 'Rxb2', 'a3', 'Ra2+', 'Kb1', 'Rfb2+', 'Kc1', 'Rd2', 'b4', 'Rac2+', 'Kb1', 'Rxd3', 'Kxc2', 'Rxa3', 'Ref1', 'h6', 'Rf8+', 'Kh7', 'Bf5+', 'g6', 'Rf7+', 'Kg8', 'Bxg6', 'Rc3+', 'Kd2', 'd5', 'Rxb7', 'e4', 'Rb8+', 'Kg7', 'Rg1', 'Kf6', 'Be8', 'e3+', 'Ke2', 'Rc2+', 'Kd3', 'Rd2#', '0-1']",1.0,0.0
" ""arkclaws"""," ""Rkitty""","['e4', 'Nc6', 'd4', 'Nf6', 'e5', 'Ne4', 'Bf4', 'd5', 'Qe2', 'e6', 'Nd2', 'Bb4', 'O-O-O', 'Bxd2+', 'Kb1', 'Bxf4', 'Nf3', 'Nxd4', 'Nxd4', 'Bxe5', 'Qb5+', 'c6', 'Nxc6', 'bxc6', 'Qxc6+', 'Bd7', 'Qb7', 'Nxf2', 'Bb5', 'Nxd1', 'Rxd1', 'O-O', 'Bxd7', 'Rb8', 'Qxa7', 'Rxb2+', 'Ka1', 'Rb7+', 'c3', 'Rxa7', '0-1']",0.0,1.0
